timestamp,t_seconds,arduino_raw_line,pressure_psig,voltage_V,current_A,latest_command,actuator_19_cmd,actuator_15_cmd,actuator_18_cmd,actuator_12_cmd
2026-05-22T15:39:46.695,0.0000,Arming ESC...,,0.0,0.0,,,,,
2026-05-22T15:39:46.902,0.2073,,,0.0,0.0,,,,,
2026-05-22T15:39:47.110,0.4151,,,0.0,0.0,,,,,
2026-05-22T15:39:47.317,0.6222,,,0.0,0.0,,,,,
2026-05-22T15:39:47.525,0.8299,,,0.0,0.0,,,,,
2026-05-22T15:39:47.731,1.0370,,,0.0,0.0,,,,,
2026-05-22T15:39:47.939,1.2441,,,0.0,0.0,,,,,
2026-05-22T15:39:48.146,1.4513,,,0.0,0.0,,,,,
2026-05-22T15:39:48.353,1.6588,,,0.0,0.0,,,,,
2026-05-22T15:39:48.561,1.8660,,,0.0,0.0,,,,,
2026-05-22T15:39:48.768,2.0734,,,0.0,0.0,,,,,
2026-05-22T15:39:48.975,2.2809,,,0.0,0.0,,,,,
2026-05-22T15:39:49.183,2.4883,,,0.0,0.0,,,,,
2026-05-22T15:39:49.393,2.6963,"# Overpressure! pump off, holding idle.",,0.0,0.0,,,,,
2026-05-22T15:39:49.600,2.9055,,,0.0,0.0,,,,,
2026-05-22T15:39:49.807,3.1125,,,0.0,0.0,,,,,
2026-05-22T15:39:50.014,3.3196,,,0.0,0.0,,,,,
2026-05-22T15:39:50.222,3.5268,,,0.0,0.0,,,,,
2026-05-22T15:39:50.429,3.7345,,,0.0,0.0,,,,,
2026-05-22T15:39:50.636,3.9422,,,0.0,0.0,,,,,
2026-05-22T15:39:50.844,4.1493,,,0.0,0.0,,,,,
2026-05-22T15:39:51.053,4.3578,,,0.0,0.0,,,,,
2026-05-22T15:39:51.260,4.5655,,,0.0,0.0,,,,,
2026-05-22T15:39:51.468,4.7726,,,0.0,0.0,,,,,
2026-05-22T15:39:51.675,4.9806,,,0.0,0.0,,,,,
2026-05-22T15:39:51.882,5.1877,,,0.0,0.0,,,,,
2026-05-22T15:39:52.090,5.3953,,,0.0,0.0,,,,,
2026-05-22T15:39:52.298,5.6032,,,0.0,0.0,,,,,
2026-05-22T15:39:52.506,5.8110,,,0.0,0.0,,,,,
