timestamp,t_seconds,arduino_raw_line,pressure_psig,voltage_V,current_A,latest_command,actuator_19_cmd,actuator_15_cmd,actuator_18_cmd,actuator_12_cmd
2026-05-22T15:56:26.918,0.0000,Arming ESC...,,0.0,0.0,,,,,
2026-05-22T15:56:27.125,0.2074,,,0.0,0.0,,,,,
2026-05-22T15:56:27.332,0.4148,,,0.0,0.0,,,,,
2026-05-22T15:56:27.540,0.6219,,,0.0,0.0,,,,,
2026-05-22T15:56:27.748,0.8294,,,0.0,0.0,,,,,
2026-05-22T15:56:27.956,1.0375,,,0.0,0.0,,,,,
2026-05-22T15:56:28.163,1.2452,,,0.0,0.0,,,,,
2026-05-22T15:56:28.370,1.4526,,,0.0,0.0,,,,,
2026-05-22T15:56:28.577,1.6601,,,0.0,0.0,,,,,
2026-05-22T15:56:28.785,1.8669,,,0.0,0.0,,,,,
2026-05-22T15:56:28.993,2.0746,,,0.0,0.0,,,,,
2026-05-22T15:56:29.203,2.2855,,,0.0,0.0,,,,,
2026-05-22T15:56:29.411,2.4928,,,0.0,0.0,,,,,
2026-05-22T15:56:29.620,2.7001,"0.10,-0.55,0,0",-0.55,0.0,0.0,,,,,
2026-05-22T15:56:29.827,2.9092,"0.30,-0.36,0,0",-0.36,0.0,0.0,,,,,
2026-05-22T15:56:30.034,3.1165,"0.50,-0.18,0,0",-0.18,0.0,0.0,,,,,
2026-05-22T15:56:30.241,3.3238,"0.70,0.36,0,0",0.36,0.0,0.0,,,,,
2026-05-22T15:56:30.449,3.5309,"0.90,0.73,0,0",0.73,0.0,0.0,,,,,
2026-05-22T15:56:30.657,3.7386,"1.10,0.91,0,0",0.91,0.0,0.0,,,,,
2026-05-22T15:56:30.865,3.9470,"1.30,-0.36,0,0",-0.36,0.0,0.0,,,,,
2026-05-22T15:56:31.073,4.1552,"1.50,-0.36,0,0",-0.36,0.0,0.0,,,,,
2026-05-22T15:56:31.282,4.3630,"1.80,2.00,0,0",2.0,0.0,0.0,,,,,
2026-05-22T15:56:31.490,4.5713,"2.00,-0.55,0,0",-0.55,0.0,0.0,,,,,
2026-05-22T15:56:31.697,4.7792,"2.20,-0.36,0,0",-0.36,0.0,0.0,,,,,
