timestamp,t_seconds,arduino_raw_line,pressure_psig,voltage_V,current_A,latest_command,actuator_19_cmd,actuator_15_cmd,actuator_18_cmd,actuator_12_cmd
2026-05-22T15:51:09.519,0.0000,Arming ESC...,,0.0,0.0,,,,,
2026-05-22T15:51:09.727,0.2073,,,0.0,0.0,,,,,
2026-05-22T15:51:09.934,0.4150,,,0.0,0.0,,,,,
2026-05-22T15:51:10.141,0.6225,,,0.0,0.0,,,,,
2026-05-22T15:51:10.347,0.8291,,,0.0,0.0,,,,,
2026-05-22T15:51:10.555,1.0360,,,0.0,0.0,,,,,
2026-05-22T15:51:10.762,1.2431,,,0.0,0.0,,,,,
2026-05-22T15:51:10.969,1.4503,,,0.0,0.0,,,,,
2026-05-22T15:51:11.176,1.6574,,,0.0,0.0,,,,,
2026-05-22T15:51:11.383,1.8645,,,0.0,0.0,,,,,
2026-05-22T15:51:11.590,2.0715,,,0.0,0.0,,,,,
2026-05-22T15:51:11.798,2.2796,,,0.0,0.0,,,,,
2026-05-22T15:51:12.006,2.4869,,,0.0,0.0,,,,,
2026-05-22T15:51:12.215,2.6942,"0.10,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:12.421,2.9028,"0.30,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:12.629,3.1096,"0.50,12.91,0,0",12.91,0.0,0.0,,,,,
2026-05-22T15:51:12.836,3.3172,"0.70,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:13.044,3.5250,"0.90,12.18,0,0",12.18,0.0,0.0,,,,,
2026-05-22T15:51:13.253,3.7329,"1.10,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:13.461,3.9411,"1.30,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:13.669,4.1492,"1.50,12.18,0,0",12.18,0.0,0.0,,,,,
2026-05-22T15:51:13.876,4.3573,"1.70,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:14.084,4.5648,"2.00,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:14.293,4.7728,"2.20,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:14.501,4.9813,"2.40,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:14.709,5.1898,"2.60,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:14.917,5.3979,"2.80,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:15.126,5.6058,"3.00,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:15.333,5.8139,"3.20,13.64,0,0",13.64,0.0,0.0,,,,,
2026-05-22T15:51:15.541,6.0218,"3.40,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:15.748,6.2291,"3.60,13.45,0,0",13.45,0.0,0.0,,,,,
2026-05-22T15:51:15.956,6.4366,"3.80,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:16.163,6.6444,"4.00,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:16.371,6.8514,"4.20,13.27,0,0",13.27,0.0,0.0,,,,,
2026-05-22T15:51:16.578,7.0595,"4.40,12.36,0,0",12.36,0.0,0.0,,,,,
2026-05-22T15:51:16.786,7.2668,"4.70,12.00,0,0",12.0,0.0,0.0,,,,,
2026-05-22T15:51:16.994,7.4746,"4.90,11.64,0,0",11.64,0.0,0.0,,,,,
2026-05-22T15:51:17.201,7.6820,"5.10,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:17.409,7.8899,"5.30,12.18,0,0",12.18,0.0,0.0,,,,,
2026-05-22T15:51:17.617,8.0973,"5.50,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:17.824,8.3053,"5.70,11.82,0,0",11.82,0.0,0.0,,,,,
2026-05-22T15:51:18.031,8.5127,"5.90,12.00,0,0",12.0,0.0,0.0,,,,,
2026-05-22T15:51:18.239,8.7196,"6.10,13.09,0,0",13.09,0.0,0.0,,,,,
2026-05-22T15:51:18.447,8.9272,"6.30,12.00,0,0",12.0,0.0,0.0,,,,,
2026-05-22T15:51:18.654,9.1352,"6.50,13.45,0,0",13.45,0.0,0.0,,,,,
2026-05-22T15:51:18.862,9.3421,"6.70,12.00,0,0",12.0,0.0,0.0,,,,,
