timestamp,t_seconds,arduino_time_s,arduino_raw_line,pressure_psig,pump_on,voltage_V,current_A,latest_command,actuator_19_cmd,actuator_15_cmd,actuator_18_cmd,actuator_12_cmd
2026-05-26T14:19:21.518,42.0428,42.504,"42.504,17.00,1",17.0,1,11.473,6.228,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:21.727,42.2525,42.704,"42.704,18.27,1",18.27,1,11.473,6.226,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:21.936,42.4612,42.904,"42.904,16.81,1",16.81,1,11.403,6.226,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:22.145,42.6708,43.104,"43.104,17.10,1",17.1,1,11.489,5.207,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:22.354,42.8795,43.304,"43.304,19.25,1",19.25,1,11.653,6.228,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:22.563,43.0884,43.504,"43.504,16.81,1",16.81,1,11.553,6.227,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:22.773,43.2976,43.704,"43.704,18.27,1",18.27,1,11.553,6.227,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:22.981,43.5076,43.904,"43.904,16.81,1",16.81,1,11.503,6.227,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:23.189,43.7153,44.104,"44.104,21.30,1",21.3,1,11.593,6.227,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:23.398,43.9239,44.304,"44.304,16.71,1",16.71,1,11.793,6.218,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:23.607,44.1330,44.504,"44.504,17.30,0",17.3,0,11.793,0.05,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:23.819,44.3420,44.804,"44.804,17.20,0",17.2,0,12.06,0.05,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:24.027,44.5533,45.004,"45.004,17.20,0",17.2,0,12.02,0.049,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:24.236,44.7613,45.204,"45.204,17.00,0",17.0,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:24.444,44.9698,45.404,"45.404,17.00,0",17.0,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:24.653,45.1782,45.604,"45.604,16.91,0",16.91,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:24.863,45.3878,45.804,"45.804,17.00,0",17.0,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:25.071,45.5969,46.004,"46.004,17.20,0",17.2,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:25.281,45.8064,46.204,"46.204,17.20,0",17.2,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:25.491,46.0154,46.404,"46.404,17.20,0",17.2,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:25.700,46.2251,46.604,"46.604,16.81,0",16.81,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:25.908,46.4340,46.804,"46.804,17.20,0",17.2,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:26.117,46.6426,47.104,"47.104,17.20,0",17.2,0,12.02,0.049,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:26.325,46.8516,47.304,"47.304,16.81,0",16.81,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:26.534,47.0599,47.504,"47.504,17.00,0",17.0,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:26.743,47.2684,47.704,"47.704,17.00,0",17.0,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:26.951,47.4770,47.904,"47.904,16.71,0",16.71,0,12.02,0.048,ex 0 12,ex 0 19,ex 0 15,ex 0 18,ex 0 12
2026-05-26T14:19:27.160,47.6856,48.104,"48.104,17.10,0",17.1,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:27.369,47.8947,48.304,"48.304,17.20,0",17.2,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:27.578,48.1037,48.504,"48.504,16.91,0",16.91,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:27.787,48.3125,48.704,"48.704,17.20,0",17.2,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
2026-05-26T14:19:27.995,48.5210,48.904,"48.904,17.20,0",17.2,0,12.02,0.048,bb5 12,ex 0 19,bb5 15,ex 0 18,bb5 12
